district,Jun19,Jul19,Aug19,Sep19,Oct19,Nov19,Dec19,Jan20,Feb20,Mar20,Apr20,May20,Jun20,Jul20,Aug20,Sep20,Oct20,Nov20,Dec20,Jan21,Feb21,Mar21,Apr21,May21
Loei#Na Haeo,27,44,33,24,3.0,1.0,9.0,1.0,3.0,4.0,8.0,2.0,6.0,7.0,7,11.0,13.0,12,38,78,64,42,67,7.0
Loei#Nong Hin,73,91,76,70,9.0,9.0,16.0,5.0,5.0,9.0,8.0,4.0,11.0,14.0,17,15.0,30.0,43,45,144,118,116,130,11.0
Loei#Pak Chom,65,58,63,52,13.0,1.0,14.0,7.0,5.0,11.0,17.0,15.0,10.0,13.0,18,18.0,45.0,47,74,131,115,141,133,20.0
Loei#Pha Khao,47,56,69,50,9.0,7.0,12.0,4.0,3.0,10.0,8.0,8.0,9.0,15.0,8,12.0,18.0,34,49,129,99,133,132,12.0
Loei#Phu Kradueng,68,91,104,92,29.0,24.0,44.0,20.0,7.0,21.0,13.0,9.0,14.0,19.0,16,13.0,55.0,62,106,176,171,158,180,17.0
Loei#Phu Luang,43,51,60,30,12.0,4.0,7.0,9.0,8.0,10.0,4.0,2.0,10.0,5.0,6,9.0,28.0,26,44,91,77,79,99,8.0
Loei#Phu Ruea,101,214,148,174,30.0,14.0,42.0,10.0,8.0,15.0,4.0,7.0,10.0,29.0,32,28.0,52.0,98,152,313,230,231,191,31.0
Loei#Tha Li,31,53,42,36,6.0,1.0,8.0,3.0,4.0,6.0,6.0,3.0,5.0,18.0,5,9.0,18.0,24,38,86,80,69,72,9.0
Loei#Wang Saphung,272,339,343,268,63.0,25.0,53.0,38.0,19.0,31.0,29.0,22.0,27.0,59.0,67,44.0,114.0,157,201,427,535,566,474,79.0
Lop Buri#Ban Mi,405,540,716,380,45.0,23.0,59.0,33.0,21.0,33.0,16.0,21.0,30.0,57.0,53,52.0,107.0,112,130,462,527,567,518,50.0
Lop Buri#Chai Badan,582,678,755,570,73.0,36.0,62.0,36.0,34.0,78.0,28.0,44.0,46.0,129.0,82,88.0,265.0,240,277,784,1026,1154,859,93.0
Lop Buri#Khok Charoen,53,71,76,50,6.0,5.0,9.0,11.0,3.0,10.0,11.0,6.0,6.0,18.0,8,9.0,25.0,25,42,137,120,119,130,15.0
Lop Buri#Khok Samrong,367,359,413,298,48.0,30.0,44.0,39.0,46.0,43.0,16.0,27.0,24.0,55.0,63,57.0,113.0,114,177,495,707,642,484,54.0
Lop Buri#Lam Sonthi,92,97,96,86,8.0,10.0,9.0,3.0,5.0,14.0,9.0,10.0,12.0,14.0,15,7.0,55.0,59,58,137,140,174,153,15.0
Lop Buri#Mueang Lop Buri,2721,3048,3489,2669,306.0,206.0,297.0,197.0,175.0,251.0,139.0,133.0,221.0,393.0,508,375.0,574.0,572,781,2647,3732,4197,2697,336.0
Lop Buri#Nong Muang,178,188,236,152,14.0,12.0,9.0,12.0,8.0,13.0,15.0,12.0,12.0,22.0,20,17.0,49.0,53,85,238,277,286,218,20.0
Lop Buri#Phatthana Nikhom,508,613,756,482,61.0,31.0,54.0,28.0,26.0,45.0,29.0,27.0,32.0,77.0,77,53.0,139.0,197,255,798,889,960,673,78.0
Lop Buri#Sa Bot,65,77,87,51,12.0,6.0,5.0,8.0,3.0,3.0,4.0,4.0,7.0,11.0,11,6.0,28.0,25,24,100,119,116,91,11.0
Lop Buri#Tha Luang,159,171,157,117,7.0,9.0,11.0,9.0,10.0,14.0,11.0,9.0,8.0,14.0,14,10.0,40.0,45,94,239,300,367,242,24.0
Lop Buri#Tha Wung,331,380,484,317,35.0,22.0,38.0,20.0,16.0,41.0,19.0,13.0,16.0,37.0,47,53.0,123.0,88,117,361,482,510,411,36.0
Mae Hong Son#Khun Yuam,52,44,33,46,7.0,14.0,13.0,9.0,3.0,4.0,6.0,5.0,9.0,10.0,6,6.0,10.0,44,28,108,82,83,70,6.0
Mae Hong Son#Mae La Noi,31,47,40,51,6.0,3.0,5.0,8.0,5.0,2.0,3.0,1.0,5.0,4.0,1,4.0,11.0,21,24,63,64,74,52,8.0
Mae Hong Son#Mae Sariang,141,132,173,126,31.0,19.0,18.0,9.0,9.0,20.0,10.0,8.0,16.0,27.0,16,19.0,53.0,46,46,200,163,221,147,19.0
Mae Hong Son#Mueang Mae Hong Son,212,245,227,233,36.0,36.0,56.0,23.0,24.0,24.0,9.0,11.0,22.0,35.0,35,40.0,47.0,119,136,369,304,281,182,18.0
Mae Hong Son#Pai,182,274,276,230,47.0,43.0,77.0,53.0,25.0,23.0,5.0,7.0,16.0,42.0,30,42.0,64.0,137,140,335,320,232,127,11.0
Mae Hong Son#Pang Mapha,28,50,39,43,9.0,8.0,11.0,5.0,5.0,1.0,3.0,1.0,2.0,5.0,6,8.0,14.0,18,37,89,70,64,52,2.0
Mae Hong Son#Sop Moei,25,27,29,17,6.0,4.0,6.0,3.0,1.0,4.0,2.0,1.0,6.0,1.0,3,1.0,11.0,13,7,41,45,60,25,3.0
Maha Sarakham#Borabue,253,247,296,233,26.0,33.0,29.0,38.0,19.0,54.0,20.0,25.0,32.0,44.0,48,35.0,104.0,93,127,279,252,292,335,52.0
Maha Sarakham#Chiang Yuen,152,192,205,124,23.0,18.0,25.0,10.0,18.0,31.0,14.0,13.0,25.0,30.0,44,38.0,54.0,56,80,273,273,351,328,29.0
Maha Sarakham#Chuen Chom,25,30,32,33,1.0,1.0,7.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,9,6.0,13.0,10,27,36,22,32,60,6.0
Maha Sarakham#Kae Dam,20,52,38,23,12.0,6.0,15.0,10.0,4.0,9.0,10.0,4.0,7.0,12.0,17,5.0,13.0,14,33,81,57,58,85,17.0
Maha Sarakham#Kantharawichai,492,818,765,520,89.0,84.0,98.0,54.0,66.0,86.0,39.0,40.0,81.0,194.0,240,202.0,202.0,223,329,605,484,955,648,85.0
Maha Sarakham#Kosum Phisai,239,239,274,193,28.0,23.0,31.0,16.0,14.0,25.0,9.0,17.0,26.0,50.0,83,41.0,100.0,85,126,296,238,274,375,54.0
Maha Sarakham#Kut Rang,56,51,66,62,10.0,7.0,18.0,10.0,8.0,10.0,3.0,4.0,9.0,23.0,11,11.0,27.0,32,45,88,78,72,114,11.0
Maha Sarakham#Mueang Maha Sarakham,1132,1312,1377,1015,143.0,131.0,167.0,144.0,110.0,169.0,85.0,87.0,152.0,267.0,336,302.0,382.0,431,513,1203,1032,1650,1207,196.0
Maha Sarakham#Na Chueak,122,143,149,112,18.0,13.0,25.0,24.0,11.0,30.0,11.0,17.0,17.0,30.0,35,44.0,85.0,62,107,170,155,168,200,30.0
Maha Sarakham#Na Dun,65,106,113,82,7.0,8.0,14.0,8.0,16.0,16.0,11.0,5.0,10.0,19.0,14,16.0,47.0,42,60,166,132,184,172,15.0
Maha Sarakham#Phayakkhaphum Phisai,243,260,319,280,36.0,21.0,50.0,42.0,17.0,37.0,29.0,26.0,31.0,41.0,60,68.0,116.0,113,135,320,342,381,410,50.0
Maha Sarakham#Wapi Pathum,191,235,246,164,39.0,16.0,57.0,31.0,27.0,37.0,23.0,20.0,27.0,59.0,42,41.0,83.0,94,153,284,241,257,394,57.0
Maha Sarakham#Yang Sisurat,50,71,89,53,8.0,4.0,14.0,8.0,7.0,15.0,9.0,9.0,10.0,15.0,15,13.0,26.0,29,45,75,55,66,110,14.0
Mukdahan#Don Tan,61,49,69,43,14.0,9.0,8.0,3.0,6.0,8.0,2.0,3.0,5.0,10.0,7,8.0,16.0,11,35,74,48,51,66,4.0
Mukdahan#Dong Luang,39,58,46,48,8.0,1.0,5.0,2.0,1.0,7.0,8.0,3.0,9.0,7.0,11,4.0,15.0,14,19,52,60,75,63,8.0
Mukdahan#Khamcha-I,67,73,90,66,13.0,14.0,19.0,7.0,7.0,13.0,2.0,7.0,11.0,21.0,14,11.0,29.0,29,40,106,118,99,111,9.0
Mukdahan#Mueang Mukdahan,709,821,841,694,91.0,68.0,114.0,84.0,76.0,94.0,29.0,38.0,85.0,164.0,167,179.0,195.0,274,336,914,1114,1046,763,106.0
Mukdahan#Nikhom Kham Soi,66,94,102,86,10.0,4.0,8.0,8.0,7.0,16.0,3.0,3.0,14.0,13.0,9,17.0,28.0,35,52,135,125,128,119,18.0
Mukdahan#Nong Sung,39,49,63,50,6.0,2.0,6.0,2.0,3.0,5.0,7.0,3.0,11.0,17.0,11,10.0,22.0,21,26,90,77,83,66,11.0
Mukdahan#Wan Yai,40,52,54,41,11.0,5.0,13.0,5.0,4.0,7.0,2.0,3.0,3.0,11.0,5,8.0,17.0,9,26,79,79,83,57,5.0
Nakhon Nayok#Ban Na,763,968,1042,829,48.0,47.0,66.0,35.0,32.0,69.0,41.0,43.0,49.0,81.0,104,78.0,120.0,119,175,896,1246,1355,945,63.0
Nakhon Nayok#Mueang Nakhon Nayok,2963,3865,3884,3155,231.0,137.0,230.0,160.0,139.0,233.0,88.0,109.0,204.0,442.0,384,363.0,427.0,530,730,3641,5186,5395,4159,179.0
Nakhon Nayok#Ongkharak,773,897,1195,850,65.0,63.0,65.0,32.0,42.0,146.0,45.0,40.0,78.0,94.0,100,77.0,140.0,191,178,1132,1449,1450,916,89.0
Nakhon Nayok#Pak Phli,216,331,337,240,20.0,20.0,20.0,19.0,14.0,23.0,9.0,16.0,20.0,28.0,30,39.0,56.0,48,86,397,423,438,357,37.0
Nakhon Pathom#Bang Len,571,629,774,589,44.0,33.0,30.0,35.0,15.0,54.0,24.0,39.0,34.0,63.0,58,54.0,103.0,128,157,696,1064,1001,732,69.0
Nakhon Pathom#Don Tum,276,280,330,242,25.0,17.0,28.0,18.0,12.0,23.0,24.0,18.0,34.0,37.0,35,28.0,43.0,51,55,236,371,439,300,21.0
Nakhon Pathom#Kamphaeng Saen,1178,1536,1583,1420,117.0,54.0,107.0,75.0,52.0,106.0,77.0,71.0,78.0,143.0,140,135.0,260.0,230,349,1213,1659,1925,1324,114.0
Nakhon Pathom#Mueang Nakhon Pathom,3355,3759,4356,3265,279.0,226.0,302.0,191.0,191.0,308.0,163.0,167.0,252.0,431.0,461,401.0,587.0,711,614,2990,4852,5097,3286,250.0
Nakhon Pathom#Nakhon Chai Si,660,740,892,602,53.0,36.0,55.0,45.0,30.0,60.0,38.0,40.0,66.0,114.0,110,87.0,117.0,170,171,731,1221,1241,829,68.0
Nakhon Pathom#Phutthamonthon,621,795,792,645,97.0,52.0,58.0,50.0,34.0,67.0,16.0,26.0,37.0,83.0,93,90.0,126.0,128,127,510,994,1179,626,53.0
Nakhon Pathom#Sam Phran,1524,1726,1983,1523,157.0,108.0,156.0,103.0,71.0,132.0,72.0,111.0,139.0,206.0,239,171.0,281.0,364,381,1651,2726,3008,1955,159.0
Nakhon Phanom#Ban Phaeng,92,100,89,59,10.0,9.0,15.0,9.0,9.0,9.0,6.0,5.0,17.0,20.0,9,15.0,26.0,30,46,127,130,146,123,19.0
Nakhon Phanom#Mueang Nakhon Phanom,902,1012,1085,824,157.0,98.0,156.0,118.0,68.0,106.0,31.0,41.0,97.0,216.0,203,247.0,303.0,302,353,984,1213,1423,908,160.0
Nakhon Phanom#Na Kae,141,155,162,129,21.0,12.0,36.0,25.0,9.0,17.0,4.0,18.0,19.0,39.0,26,33.0,61.0,54,89,217,189,245,221,37.0
Nakhon Phanom#Na Thom,23,37,43,32,2.0,3.0,5.0,2.0,1.0,9.0,3.0,3.0,6.0,14.0,6,4.0,28.0,46,34,44,39,42,52,10.0
Nakhon Phanom#Na Wa,50,69,94,56,14.0,5.0,8.0,4.0,5.0,19.0,6.0,8.0,9.0,13.0,13,11.0,20.0,31,45,107,89,129,123,13.0
Nakhon Phanom#Phon Sawan,32,56,56,41,8.0,1.0,9.0,6.0,5.0,7.0,3.0,1.0,4.0,16.0,7,5.0,26.0,20,37,86,74,117,94,19.0
Nakhon Phanom#Pla Pak,57,62,56,33,6.0,8.0,16.0,11.0,6.0,13.0,0.0,13.0,7.0,20.0,11,7.0,32.0,24,34,113,65,106,102,11.0
Nakhon Phanom#Renu Nakhon,68,94,124,91,16.0,8.0,18.0,12.0,12.0,11.0,5.0,5.0,10.0,24.0,32,23.0,24.0,38,56,108,120,146,116,20.0
Nakhon Phanom#Si Songkhram,131,150,145,92,9.0,13.0,13.0,15.0,9.0,10.0,9.0,17.0,12.0,20.0,20,19.0,45.0,48,86,173,177,260,200,24.0
Nakhon Phanom#Tha Uthen,107,117,122,102,14.0,7.0,19.0,9.0,5.0,19.0,7.0,16.0,18.0,27.0,14,15.0,42.0,57,53,124,160,197,155,29.0
Nakhon Phanom#That Phanom,315,442,378,301,45.0,23.0,65.0,49.0,39.0,35.0,7.0,17.0,31.0,70.0,67,92.0,140.0,139,193,429,616,732,521,46.0
Nakhon Phanom#Wang Yang,17,22,19,6,1.0,1.0,7.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,8,5.0,5.0,9,8,24,19,22,33,7.0
Nakhon Ratchasima#Ban Lueam,34,54,54,39,5.0,1.0,3.0,4.0,4.0,10.0,6.0,7.0,3.0,9.0,12,13.0,19.0,23,29,81,70,82,95,11.0
Nakhon Ratchasima#Bua Lai,49,81,66,61,9.0,6.0,10.0,7.0,3.0,11.0,8.0,9.0,9.0,20.0,11,5.0,19.0,29,32,86,104,124,103,12.0
Nakhon Ratchasima#Bua Yai,249,305,361,222,41.0,39.0,48.0,27.0,19.0,43.0,12.0,19.0,27.0,51.0,58,51.0,94.0,107,126,380,471,532,472,61.0
Nakhon Ratchasima#Chakkarat,114,126,162,127,15.0,18.0,24.0,18.0,12.0,18.0,12.0,9.0,10.0,22.0,18,24.0,42.0,47,76,143,181,218,202,17.0
Nakhon Ratchasima#Chaloem Phra Kiat,681,1334,1386,397,15.0,8.0,9.0,12.0,10.0,12.0,4.0,4.0,14.0,31.0,22,15.0,35.0,35,48,165,157,151,157,31.0
Nakhon Ratchasima#Chok Chai,418,487,526,411,49.0,31.0,62.0,42.0,30.0,44.0,23.0,16.0,42.0,63.0,68,62.0,100.0,125,178,489,565,687,489,88.0
Nakhon Ratchasima#Chum Phuang,160,197,228,209,18.0,15.0,30.0,22.0,13.0,27.0,23.0,17.0,15.0,48.0,38,40.0,73.0,94,106,254,295,288,293,43.0
Nakhon Ratchasima#Dan Khun Thot,424,514,584,393,55.0,33.0,62.0,43.0,29.0,54.0,28.0,33.0,45.0,86.0,74,74.0,137.0,142,221,649,805,794,700,76.0
Nakhon Ratchasima#Huai Thalaeng,163,203,218,166,19.0,17.0,26.0,10.0,3.0,26.0,19.0,18.0,28.0,30.0,44,29.0,61.0,70,91,232,243,323,305,45.0
Nakhon Ratchasima#Kaeng Sanam Nang,60,86,104,76,6.0,11.0,10.0,11.0,8.0,5.0,4.0,9.0,11.0,9.0,11,7.0,35.0,41,43,114,151,118,166,22.0
Nakhon Ratchasima#Kham Sakaesaeng,82,96,103,58,12.0,8.0,12.0,6.0,2.0,9.0,10.0,14.0,14.0,15.0,11,12.0,28.0,47,58,162,146,147,173,19.0
Nakhon Ratchasima#Kham Thale So,89,95,127,96,10.0,1.0,14.0,3.0,5.0,13.0,11.0,7.0,8.0,12.0,12,18.0,24.0,29,40,158,186,152,98,24.0
Nakhon Ratchasima#Khon Buri,297,386,394,286,36.0,22.0,48.0,25.0,39.0,32.0,32.0,29.0,42.0,62.0,65,37.0,76.0,97,152,608,729,656,477,79.0
Nakhon Ratchasima#Khong,228,290,348,228,25.0,11.0,33.0,15.0,11.0,45.0,23.0,16.0,24.0,50.0,58,65.0,93.0,107,150,420,439,524,502,49.0
Nakhon Ratchasima#Lam Thamenchai,54,51,65,47,5.0,2.0,10.0,6.0,2.0,9.0,8.0,6.0,5.0,12.0,5,9.0,17.0,23,27,72,93,116,99,18.0
Nakhon Ratchasima#Mueang Nakhon Ratchasima,6611,7674,8355,6282,839.0,628.0,849.0,595.0,547.0,691.0,311.0,361.0,646.0,1207.0,1515,1327.0,1595.0,1903,2104,6950,9583,10474,6274,786.0
Nakhon Ratchasima#Mueang Yang,35,39,56,36,5.0,5.0,13.0,10.0,5.0,11.0,4.0,4.0,8.0,13.0,11,10.0,18.0,22,43,71,100,101,100,15.0
Nakhon Ratchasima#Non Daeng,64,98,95,67,8.0,6.0,6.0,6.0,5.0,12.0,8.0,5.0,5.0,21.0,17,18.0,38.0,40,54,111,135,138,125,24.0
Nakhon Ratchasima#Non Sung,364,404,473,336,41.0,28.0,50.0,25.0,26.0,45.0,15.0,21.0,45.0,59.0,76,59.0,119.0,140,174,444,554,530,513,78.0
Nakhon Ratchasima#Non Thai,143,188,216,137,17.0,10.0,34.0,25.0,21.0,21.0,12.0,11.0,19.0,27.0,30,26.0,74.0,69,86,218,270,250,230,27.0
Nakhon Ratchasima#Nong Bun Mak,126,124,126,116,18.0,9.0,30.0,11.0,10.0,23.0,9.0,8.0,12.0,18.0,27,22.0,36.0,42,62,166,207,242,191,27.0
Nakhon Ratchasima#Pak Chong,5064,6485,7137,5688,580.0,452.0,653.0,355.0,290.0,352.0,148.0,195.0,364.0,753.0,803,716.0,822.0,1090,1673,6380,6751,6324,4374,367.0
Nakhon Ratchasima#Pak Thong Chai,431,561,510,390,55.0,40.0,112.0,61.0,43.0,58.0,27.0,32.0,41.0,106.0,106,86.0,141.0,159,311,824,847,808,626,76.0
Nakhon Ratchasima#Phimai,421,515,601,388,49.0,48.0,76.0,36.0,32.0,77.0,57.0,71.0,62.0,91.0,90,69.0,96.0,175,178,574,647,686,583,91.0
Nakhon Ratchasima#Phra Thong Kham,85,92,112,77,10.0,10.0,19.0,6.0,4.0,6.0,5.0,4.0,7.0,15.0,13,17.0,50.0,42,65,148,190,174,165,15.0
Nakhon Ratchasima#Prathai,170,222,231,162,30.0,21.0,47.0,30.0,16.0,32.0,18.0,21.0,23.0,54.0,51,48.0,64.0,86,131,308,343,347,357,40.0
Nakhon Ratchasima#Sida,98,112,123,104,13.0,6.0,12.0,18.0,4.0,15.0,7.0,8.0,9.0,22.0,26,24.0,55.0,49,54,151,128,175,210,22.0
Nakhon Ratchasima#Sikhio,755,1008,1039,773,79.0,54.0,81.0,72.0,49.0,102.0,29.0,34.0,86.0,125.0,138,114.0,257.0,243,382,1273,1288,1229,1060,121.0
Nakhon Ratchasima#Soeng Sang,177,180,194,172,27.0,15.0,30.0,18.0,11.0,24.0,12.0,14.0,16.0,32.0,29,27.0,56.0,40,104,258,258,302,274,40.0
Nakhon Ratchasima#Sung Noen,461,533,596,445,53.0,29.0,48.0,42.0,33.0,37.0,32.0,30.0,54.0,93.0,106,89.0,148.0,196,257,700,797,810,636,110.0
Nakhon Ratchasima#Thepharak,44,83,76,53,7.0,4.0,12.0,4.0,3.0,5.0,10.0,4.0,13.0,18.0,13,5.0,32.0,19,33,84,109,108,100,7.0
Nakhon Ratchasima#Wang Nam Khiao,545,829,811,712,99.0,84.0,139.0,65.0,62.0,46.0,45.0,43.0,50.0,101.0,117,116.0,137.0,202,377,1752,1959,1168,718,78.0
Nakhon Sawan#Banphot Phisai,213,302,338,199,32.0,17.0,35.0,25.0,19.0,17.0,16.0,23.0,26.0,50.0,51,41.0,88.0,70,96,418,492,507,456,32.0
Nakhon Sawan#Chum Saeng,246,250,273,226,23.0,20.0,32.0,30.0,13.0,28.0,6.0,12.0,17.0,32.0,34,30.0,44.0,58,75,295,340,362,295,23.0
Nakhon Sawan#Chum Ta Bong,39,64,71,56,5.0,0.0,9.0,8.0,0.0,6.0,10.0,10.0,4.0,13.0,5,5.0,16.0,21,37,112,90,129,124,19.0
Nakhon Sawan#Kao Liao,115,138,136,112,11.0,6.0,11.0,14.0,8.0,12.0,5.0,8.0,14.0,23.0,26,21.0,43.0,41,43,180,214,286,210,24.0
Nakhon Sawan#Krok Phra,146,198,232,145,17.0,10.0,21.0,15.0,7.0,16.0,7.0,10.0,18.0,25.0,32,30.0,53.0,40,77,252,266,333,269,27.0
Nakhon Sawan#Lat Yao,192,293,320,202,31.0,15.0,32.0,22.0,11.0,28.0,16.0,20.0,14.0,24.0,47,34.0,95.0,67,101,371,382,506,418,33.0
Nakhon Sawan#Mae Poen,46,53,56,41,5.0,4.0,8.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,6,8.0,8.0,15,25,103,88,105,104,8.0
Nakhon Sawan#Mae Wong,92,124,138,101,15.0,11.0,12.0,7.0,0.0,11.0,19.0,6.0,7.0,22.0,13,22.0,42.0,38,71,277,295,333,285,25.0
Nakhon Sawan#Mueang Nakhon Sawan,3199,4025,4268,3424,444.0,231.0,317.0,249.0,181.0,317.0,155.0,176.0,267.0,477.0,580,517.0,750.0,768,899,3925,5085,5465,3299,310.0
Nakhon Sawan#Nong Bua,235,299,441,219,26.0,26.0,47.0,28.0,20.0,29.0,28.0,17.0,28.0,44.0,40,40.0,92.0,90,165,477,631,731,515,53.0
Nakhon Sawan#Phaisali,191,260,256,181,29.0,17.0,31.0,16.0,18.0,30.0,23.0,14.0,31.0,31.0,40,48.0,79.0,99,130,477,482,528,421,43.0
Nakhon Sawan#Phayuha Khiri,310,358,461,309,48.0,36.0,43.0,31.0,20.0,47.0,20.0,29.0,38.0,62.0,57,56.0,101.0,109,154,461,629,661,478,51.0
Nakhon Sawan#Tak Fa,183,210,299,169,17.0,17.0,22.0,14.0,12.0,23.0,8.0,18.0,15.0,29.0,23,26.0,45.0,60,94,267,299,338,291,30.0
Nakhon Sawan#Takhli,604,696,891,639,85.0,37.0,75.0,57.0,29.0,48.0,34.0,39.0,52.0,76.0,100,87.0,160.0,181,231,772,895,898,747,82.0
Nakhon Sawan#Tha Tako,239,253,344,245,16.0,20.0,26.0,17.0,11.0,23.0,16.0,12.0,23.0,24.0,16,26.0,47.0,62,120,335,399,396,329,28.0
Nakhon Si Thammarat#Bang Khan,69,61,78,61,8.0,11.0,7.0,7.0,3.0,29.0,7.0,9.0,8.0,16.0,12,10.0,21.0,21,47,172,180,185,191,21.0
Nakhon Si Thammarat#Cha-Uat,226,212,290,251,29.0,17.0,40.0,30.0,20.0,100.0,28.0,12.0,30.0,50.0,38,49.0,68.0,82,107,467,537,620,593,40.0
Nakhon Si Thammarat#Chaloem Phra Kiat,89,87,96,94,2.0,3.0,13.0,6.0,8.0,20.0,7.0,11.0,12.0,26.0,28,26.0,32.0,38,51,161,198,194,259,12.0
Nakhon Si Thammarat#Chang Klang,88,104,124,103,16.0,10.0,14.0,7.0,9.0,15.0,5.0,9.0,19.0,32.0,24,28.0,30.0,30,34,160,233,288,248,9.0
Nakhon Si Thammarat#Chawang,175,204,235,229,24.0,15.0,25.0,14.0,11.0,32.0,17.0,13.0,26.0,41.0,35,46.0,54.0,77,85,460,472,468,446,24.0
Nakhon Si Thammarat#Chian Yai,109,101,106,128,12.0,6.0,11.0,18.0,10.0,14.0,9.0,6.0,12.0,23.0,21,20.0,30.0,29,48,230,227,289,380,20.0
Nakhon Si Thammarat#Chulabhorn,70,74,110,91,9.0,5.0,7.0,4.0,4.0,17.0,2.0,8.0,17.0,24.0,15,21.0,27.0,24,27,175,205,205,192,5.0
Nakhon Si Thammarat#Hua Sai,197,186,229,274,29.0,17.0,12.0,13.0,9.0,18.0,14.0,5.0,14.0,40.0,27,42.0,66.0,80,95,486,621,624,644,42.0
Nakhon Si Thammarat#Khanom,300,444,366,306,48.0,26.0,52.0,36.0,22.0,38.0,30.0,21.0,52.0,100.0,111,101.0,90.0,150,114,728,1220,1300,1138,31.0
Nakhon Si Thammarat#Lan Saka,215,287,294,258,27.0,20.0,35.0,18.0,14.0,47.0,12.0,4.0,26.0,63.0,55,66.0,51.0,80,77,301,457,500,465,11.0
Nakhon Si Thammarat#Mueang Nakhon Si Thammarat,2302,2475,2736,2399,285.0,200.0,278.0,258.0,204.0,399.0,117.0,127.0,233.0,482.0,650,642.0,620.0,793,808,3085,4184,5118,3410,244.0
Nakhon Si Thammarat#Na Bon,83,70,106,70,7.0,5.0,9.0,2.0,4.0,5.0,7.0,5.0,14.0,16.0,12,24.0,22.0,23,36,193,229,264,239,19.0
Nakhon Si Thammarat#Nopphitam,73,93,83,70,6.0,7.0,15.0,8.0,7.0,8.0,3.0,7.0,9.0,16.0,13,12.0,18.0,34,31,166,240,159,197,11.0
Nakhon Si Thammarat#Pak Phanang,252,314,330,330,24.0,13.0,34.0,20.0,17.0,27.0,11.0,20.0,19.0,49.0,53,60.0,59.0,89,118,509,534,497,685,18.0
Nakhon Si Thammarat#Phipun,56,63,70,47,6.0,8.0,8.0,9.0,5.0,12.0,4.0,4.0,9.0,10.0,8,13.0,25.0,28,32,124,180,149,123,8.0
Nakhon Si Thammarat#Phra Phrom,156,195,232,171,18.0,13.0,18.0,26.0,11.0,43.0,10.0,12.0,17.0,38.0,48,36.0,57.0,86,86,323,449,452,395,20.0
Nakhon Si Thammarat#Phrom Khiri,130,165,176,125,11.0,7.0,12.0,10.0,6.0,20.0,6.0,8.0,17.0,23.0,26,28.0,30.0,58,51,179,253,248,238,6.0
Nakhon Si Thammarat#Ron Phibun,213,246,281,256,28.0,16.0,36.0,34.0,17.0,74.0,22.0,18.0,21.0,54.0,50,57.0,64.0,71,103,394,534,503,450,31.0
Nakhon Si Thammarat#Sichon,497,564,631,604,81.0,61.0,88.0,54.0,38.0,99.0,28.0,37.0,83.0,176.0,168,171.0,250.0,306,274,1184,1902,2544,1998,53.0
Nakhon Si Thammarat#Tha Sala,566,547,703,484,74.0,46.0,55.0,54.0,42.0,139.0,24.0,22.0,61.0,112.0,114,137.0,191.0,218,205,772,1086,1294,1041,45.0
Nakhon Si Thammarat#Tham Phannara,42,53,90,57,8.0,7.0,9.0,6.0,5.0,9.0,2.0,3.0,8.0,9.0,9,10.0,14.0,21,22,163,154,158,136,11.0
Nakhon Si Thammarat#Thung Song,785,793,933,757,89.0,52.0,100.0,77.0,47.0,154.0,74.0,78.0,129.0,156.0,186,202.0,208.0,248,373,1487,1731,1844,1387,126.0
Nakhon Si Thammarat#Thung Yai,204,185,236,217,28.0,22.0,28.0,17.0,15.0,50.0,8.0,13.0,25.0,42.0,34,43.0,71.0,74,86,409,480,506,455,27.0
Nan#Ban Luang,13,52,104,31,3.0,2.0,4.0,5.0,3.0,2.0,0.0,3.0,3.0,10.0,10,7.0,10.0,9,10,30,22,25,32,1.0
Nan#Bo Kluea,70,144,125,117,18.0,9.0,23.0,13.0,14.0,9.0,2.0,0.0,8.0,32.0,23,23.0,48.0,69,99,192,179,122,73,7.0
Nan#Chaloem Phra Kiat,14,16,19,10,4.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1,0.0,0.0,7,8,34,29,35,20,5.0
Nan#Chiang Klang,94,75,116,68,7.0,7.0,9.0,8.0,7.0,8.0,8.0,3.0,5.0,14.0,17,7.0,27.0,26,47,169,154,165,133,12.0
Nan#Mae Charim,27,28,19,21,4.0,3.0,7.0,8.0,5.0,3.0,5.0,1.0,1.0,6.0,5,6.0,8.0,8,14,21,19,28,26,2.0
Nan#Mueang Nan,790,1105,1049,845,127.0,80.0,157.0,94.0,82.0,91.0,19.0,26.0,67.0,183.0,179,184.0,274.0,351,379,875,978,1038,665,84.0
Nan#Na Muen,25,35,55,21,2.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,3,1.0,8.0,9,12,69,69,66,66,3.0
Nan#Na Noi,77,121,130,108,22.0,19.0,33.0,15.0,8.0,8.0,5.0,2.0,10.0,26.0,22,21.0,46.0,60,87,275,202,157,133,16.0
Nan#Phu Phiang,184,232,224,211,33.0,13.0,23.0,20.0,17.0,26.0,8.0,9.0,15.0,49.0,39,35.0,58.0,68,116,264,255,317,220,17.0
